id,title,query,duplicated
96f078dfce27a22e9fd5c4ae12a664c0e790bfac,A Review of Anomaly Detection in Automated Surveillance,anomaly+review,
da6379b5e0906fd70126776d686f87ccec1fac84,A Review of Anomaly Detection Systems in Cloud Networks and Survey of Cloud Security Measures in Cloud Storage Applications,anomaly+survey,
e22f5ea4937ab1d9fc0f11b2e20b1d123ce743fa,A Review of Approaches for the Detection and Treatment of Outliers in Processing Wind Turbine and Wind Farm Measurements,outlier+review,
d51533305207159542cb08f5e00fad41e6352b82,A review of ENSO theories,anomaly+review,
e449b9b3fe04fe260731a3c74d2123bf6eaadf5b,A Review of Local Outlier Factor Algorithms for Outlier Detection in Big Data Streams,outlier+review,
edac268e01575c2e44008c1aca04ecd0a80726a1,A Review of Machine Learning based Anomaly Detection Techniques,anomaly+review,
9405d078ac84a28c9fc3c851fc7cdc8ac80ec95d,A Review of Outlier Prediction Techniques in Data Mining,outlier+review,
de6d5632784f00d9fba7b3ae4e0c0ee880a4511a,A Review of SCADA Anomaly Detection Systems,anomaly+review,
55a8500266681f6907b721c97dfa2d283e35b574,A Review Of Some Robust Data Analysis And Multiple Outlier Detection Procedures,outlier+review,
0469f92dbce67ec4444d094e818eeebaaed3d8d5,A review of statistical outlier methods,outlier+review,
3b6e32110d161c3d6f42e4b2fc85da9c6c58533d,A Review of various statestical methods for Outlier Detection,outlier+review,
f8a269947f9ecb800d940ee11d86006be39ba4d9,A Review on Clustering and Outlier Analysis Techniques in Datamining,outlier+review,
b36a93134fdbcb74de18d222d17fec177d32d363,A Review on Data Preprocessing Techniques Toward Efficient and Reliable Knowledge Discovery From Building Operational Data,outlier+review,
19f39cdfb273311e0cc1f57628fde9e8787b33b7,A review on outlier detection techniques on data stream by using different approaches of K-Means algorithm,outlier+review,
429173b6033ce240e0b5930379417f703d0e38fe,A Review on Outlier/Anomaly Detection in Time Series Data,outlier+review,
429173b6033ce240e0b5930379417f703d0e38fe,A Review on Outlier/Anomaly Detection in Time Series Data,anomaly+review,
a8d3d8ec9c17949428bf158e7aef838d1512e973,A review on type-2 fuzzy neural networks for system identification,outlier+review,
65c9115da58f58001d7ebbdb5b974424b1c21a5d,A Survey : Outlier Detection in Streaming Data Using Clustering Approached,outlier+survey,
129ed9b614294388dfa88e23b8bb6110e462c3aa,A survey and classification of the security anomaly detection mechanisms in software defined networks,anomaly+survey,
a4d751c46443493d8a89b8905600a0544d0da9e0,A survey for different approaches of Outlier Detection in data mining,outlier+survey,
a138c419f7475625745b57e95acf682c04bcd7ff,A Survey of Anomaly Detection Approaches in Internet of Things,anomaly+survey,
eb9920d52c6ccbf8a67733cf85c22dfa961f1053,A Survey of Anomaly Detection for Connected Vehicle Cybersecurity and Safety,anomaly+survey,
62f43b69f719842a9b6871b8fb3ad2f8bb38d169,A Survey of Anomaly Detection in Industrial Wireless Sensor Networks with Critical Water System Infrastructure as a Case Study,anomaly+survey,
5b55d69c4b5f9a371f04944453283ed36ddb90ce,A survey of anomaly detection techniques in financial domain,anomaly+survey,
c8b4c7576eda4e56249b24ac3b703e410b47848b,A survey of anomaly intrusion detection techniques,anomaly+survey,
d885782689d2530ef79d8d4b7575147893eb36a2,A survey of data mining and social network analysis based anomaly detection techniques,anomaly+survey,
1605d856f4502c2ddd234b8c61bbbe1fc22af3ef,A survey of deep learning-based network anomaly detection,anomaly+survey,
2925a374d23127cc58027b4437a3f1dea8f02844,A Survey of Distance and Similarity Measures Used Within Network Intrusion Anomaly Detection,anomaly+review,
2925a374d23127cc58027b4437a3f1dea8f02844,A Survey of Distance and Similarity Measures Used Within Network Intrusion Anomaly Detection,anomaly+survey,
e0a37b2a682995a0c5f2d6927d5296d8e9c4684c,A survey of machine learning methods applied to anomaly detection on drinking-water quality data,anomaly+survey,
2eb2320ff1e1a109d9c8bf0d53b3edc370d4cea6,A survey of network anomaly detection techniques,anomaly+survey,
451dc5c6d2ef3eb6788403fe0ca7685ae89209bc,A survey of network anomaly visualization,anomaly+survey,
1cb7d8ede56d077eb5dcbc25bbe1d95999341060,A survey of outlier detection algorithms for data streams,outlier+survey,
8aae6b385cd9296eddf9d10f548e01047f293839,A SURVEY OF OUTLIER DETECTION IN DATA MINING,outlier+survey,
e6d97dbd38393b0c3bce95fde0545f5866be7826,A survey of outlier detection in high dimensional data streams,outlier+survey,
bde5b8ac38c8e6baaf86b1721a164d3c33477fd2,A Survey of Outlier Detection Methodologies,outlier+survey,
fbf26e1085ac3b038f47d4d1945ebda45d5e57fb,A Survey of Outlier Detection Methodologies,outlier+review,bde5b8ac38c8e6baaf86b1721a164d3c33477fd2
fbf26e1085ac3b038f47d4d1945ebda45d5e57fb,A Survey of Outlier Detection Methodologies,outlier+survey,bde5b8ac38c8e6baaf86b1721a164d3c33477fd2
8daf1666b24552876330810a4602f8f3743de90b,A Survey of Outlier Detection Methodologies and Their Applications,outlier+survey,
b83a6c77e61a38ada308992cc579c8cd49ee16f4,A Survey of Outlier Detection Methods in Network Anomaly Identification,outlier+survey,
b83a6c77e61a38ada308992cc579c8cd49ee16f4,A Survey of Outlier Detection Methods in Network Anomaly Identification,anomaly+survey,
372bcdd6e136ae08cea955e6c9c3ed716a98326c,A Survey of Outlier Detection Techniques in IoT: Review and Classification,outlier+review,
372bcdd6e136ae08cea955e6c9c3ed716a98326c,A Survey of Outlier Detection Techniques in IoT: Review and Classification,outlier+survey,
cf3861590d3800c754503a29d5585cfc271724b8,A Survey of Physics-Based Attack Detection in Cyber-Physical Systems,anomaly+survey,
2de2422587d780efcd5fd1359b1d7b6588de9582,"A survey of rare epigenetic variation in 23,116 human genomes identifies disease-relevant epivariations and novel CGG expansions",outlier+survey,
16e5150bcb2f516c4482b11bfbe579ac928d5978,A survey of research on anomaly detection for time series,anomaly+survey,
02d0ef096d3b39bb83a344393522360aaf69d694,A Survey of Single-Scene Video Anomaly Detection,anomaly+survey,
638d50100fe392ae705a0e5f7d9b47ca1dad3eea,A survey of video datasets for anomaly detection in automated surveillance,anomaly+survey,
cab70dd06208e9bc2763caf9f7297cdc6cf70f81,A Survey of Visualization Tools Assessed for Anomaly-Based Intrusion Detection Analysis,anomaly+survey,
6d7b1e32a3c8bb8cf4f51f4c0561146c437bc766,A Survey on Anomaly Based Host Intrusion Detection System,anomaly+survey,
fcb4631cead2219da5eb74b19966146509869864,A survey on anomaly based intrusion detection system,anomaly+survey,
84a7897cf8542b097d7ceff6e9daa6d97b4ad952,A Survey on Anomaly Detection for Technical Systems using LSTM Networks,anomaly+survey,
8ea10fedc0f550aa05dbb419825c1c17d2e6950f,A Survey on Anomaly detection in Evolving Data: [with Application to Forest Fire Risk Prediction],anomaly+survey,
bb8647b9074723d4e6dbe33a77448438812865af,A SURVEY ON ANOMALY DETECTION METHODS FOR AD HOC NETWORKS,anomaly+survey,
5d12a131c03ebe3f67cca589b7af631022d7b74d,A Survey on Anomaly Detection of Botnet in Network,anomaly+survey,
d165f98ca65ef89ab7fba1d29c2193cff72cd3f9,"A Survey on Anomaly Detection, Life Prediction and Maintenance Decision for Industrial Processes",anomaly+survey,
beca766d2c91e5895c80d9a289cb9b4ccd4a2b51,A Survey on Association Rule Mining,outlier+survey,
3cf5aec66b31f7650042fa22be6932dc54711a83,A Survey on Big Data for Network Traffic Monitoring and Analysis,anomaly+survey,
0d21e628ae13a70d61e90e61ed20481803513401,A Survey on Blockchain Anomaly Detection Using Data Mining Techniques,anomaly+survey,
66e6a9342565b34cce59a0f2b865b03879b1b99f,A Survey on Cluster Based Outlier Detection Techniques in Data Stream,outlier+survey,
68f861693fbcb52f9bf1c6709f0d59d7ec28d759,A Survey on Deep Learning Techniques for Video Anomaly Detection,anomaly+survey,
c93d8f9abb16fda716608b12971c3e2119583df5,A Survey on Different Graph Based Anomaly Detection Techniques,anomaly+survey,
0bdd74925d662a78efdf130d953dff97a131d12a,A Survey on GANs for Anomaly Detection,anomaly+survey,
6555b55e0c7c57f01323bad931d21646b2588a25,A Survey on Log Anomaly Detection using Deep Learning,anomaly+survey,
7f5a2a9daa38c38dd3768cb3686062ee3addf91e,A survey on machine learning and outlier detection techniques,outlier+survey,
501fd05e49c53764fc0883af1f057e5dc7eaa574,A Survey on Mixed-Attribute Outlier Detection Methods,outlier+survey,
6cd9214579b20a2a709554321e9c6cfacf0b0a54,A Survey on Outlier Detection in Financial Transactions,outlier+survey,
7d326c44ef6752605ee8004e7df3e439392fc834,A survey on outlier detection in Internet of Things big data,outlier+review,
7d326c44ef6752605ee8004e7df3e439392fc834,A survey on outlier detection in Internet of Things big data,outlier+survey,
e4f6442951c51c2ff2541e0252d7110fbd1591be,A Survey on Outlier Detection in the Context of Stream Mining: Review of Existing Approaches and Recommadations,outlier+review,
e4f6442951c51c2ff2541e0252d7110fbd1591be,A Survey on Outlier Detection in the Context of Stream Mining: Review of Existing Approaches and Recommadations,outlier+survey,
262538d4b9203e6afc91f82c325ee5b7fcfbe93a,A Survey on Outlier Detection Methods,outlier+survey,
759d21394435103ca62d23955f9bb99edda5e878,A Survey on Outlier Detection Methods,outlier+survey,
cab35a683cc2b561877c3954dc790176d9b0418e,A Survey On Outlier Detection Technique In Streaming Data Using Data Clustering Approach,outlier+survey,
863e77593b9c3abed4d83348e2dc898a0bd9e850,A Survey on Outlier Detection Techniques for Credit Card Fraud Detection,outlier+survey,
096134e08d39c17b13344e773a78a2649206f22a,A survey on outlier explanations,outlier+review,
096134e08d39c17b13344e773a78a2649206f22a,A survey on outlier explanations,outlier+survey,
2212e42e73bcc61e861428f32bf1180e81f3d049,A Survey on Social Media Anomaly Detection,anomaly+review,
2212e42e73bcc61e861428f32bf1180e81f3d049,A Survey on Social Media Anomaly Detection,anomaly+survey,
b65fc8f5e7329f0476bc7280f0ef6b91a8c8484b,A survey on unsupervised outlier detection in high‐dimensional numerical data,outlier+survey,
6e8b9f6f2a24e0db9131c9a247b2ef514accec37,A Survey on Urban Traffic Anomalies Detection Algorithms,outlier+survey,
6a152e021b84cf5768812a16c4bbf388702deadb,A Systematic Literature Review on Outlier Detection in Wireless Sensor Networks,outlier+review,
71113b1ccc39387269df850db5a1cbc9af0c0629,A Systematic Review and Meta-Analysis of Cognitive-Behavioral Therapy for Anxiety in Youth with High-Functioning Autism Spectrum Disorders,outlier+review,
d215b7f471499a9f02fcb7f578d2fe7d9b609a68,A systematic review of research on educational leadership and management in South Africa: mapping knowledge production in a developing society,outlier+review,
bb8c577ef06fb2d01904474f1ef34695db945a6f,A Systematic Review of the Energy Cost and Metabolic Intensity of Yoga.,outlier+review,
8b153cc2c7f5ea9f307f12ea945a5e9196ee5c52,"A Unified Survey on Anomaly, Novelty, Open-Set, and Out-of-Distribution Detection: Solutions and Future Challenges",anomaly+survey,
30b99ae0682d42a2010be401dd1d8f7baca9bb5f,A Unifying Review of Deep and Shallow Anomaly Detection,anomaly+review,
b576e5285a0d577303bb0e0e8cb0c291b8197842,Acardiac anomaly: Review of the subject with case report and emphasis on practical sonography,anomaly+review,
8960a7bb22481405c6c8d8b25918a7fec4073833,Activity and Anomaly Detection in Smart Home: A Survey,anomaly+review,
8960a7bb22481405c6c8d8b25918a7fec4073833,Activity and Anomaly Detection in Smart Home: A Survey,anomaly+survey,
5d1076238166aeea8ad53de5865eaa1cc2ec5617,Advancements of Data Anomaly Detection Research in Wireless Sensor Networks: A Survey and Open Issues,anomaly+review,
5d1076238166aeea8ad53de5865eaa1cc2ec5617,Advancements of Data Anomaly Detection Research in Wireless Sensor Networks: A Survey and Open Issues,anomaly+survey,
0e20a8346ee9181ba7ee27e857bd7c09ba34f8ba,Advancements of Outlier Detection: A Survey,outlier+review,
0e20a8346ee9181ba7ee27e857bd7c09ba34f8ba,Advancements of Outlier Detection: A Survey,outlier+survey,
29e788054cc67c92368f04ebf5149b83d3ac305b,AGN Populations in Large-volume X-Ray Surveys: Photometric Redshifts and Population Types Found in the Stripe 82X Survey,outlier+survey,
a6afa64d33fad4b9a62d537cd938f6024b7ad8cc,An ALMA Survey of λ Orionis Disks: From Supernovae to Planet Formation,outlier+survey,
77076fabe9fb96cc555b6a62628138161f248435,An Assessment on Handling of Outlier Subjects in Bioequivalence Study - A Review,outlier+review,
6995c760c624c0269e7ba00267151e1e8eee945e,An Automatic Survey System for Paved and Unpaved Road Classification and Road Anomaly Detection using Smartphone Sensor,anomaly+survey,
0043a28e12cbeeb45f9d58f2aaaf58e43138ad42,"An Extensive Survey on Intrusion Detection- Past, Present, Future",outlier+survey,
7b1ebbcc66f4d901d7aa5ed8d04f57f4d2c7002e,An Investigation of Nonresponse Bias and Survey Location Variability in the 2017-2018 National Health and Nutrition Examination Survey.,outlier+survey,
b1bd0408e31eac1ef2bf1942388cf41d60fc710b,An overview on trajectory outlier detection,outlier+review,
b1bd0408e31eac1ef2bf1942388cf41d60fc710b,An overview on trajectory outlier detection,outlier+survey,
23d2b50b32479570eaa46482dbf7a44aae6a16f0,"Analyzing rare event, anomaly, novelty and outlier detection terms under the supervised classification framework",outlier+review,
3c595787d84e1242189e4b8e714a184dc487535e,"Android Security: A Survey of Issues, Malware Penetration, and Defenses",anomaly+survey,
ab3acebba41f7ff2577bc5751d9f40f0a994e8fe,Annual Research Review: Youth firearm violence disparities in the United States and implications for prevention.,outlier+review,
37eb32915b7767685ec3c9e9728ca9a50a379b8d,Anomalous Example Detection in Deep Learning: A Survey,anomaly+survey,
86c12bb6fb6fb2956d1147bd1b15a788b6d07f6e,Anomalous Instance Detection in Deep Learning: A Survey,anomaly+survey,37eb32915b7767685ec3c9e9728ca9a50a379b8d
06323d508858984632fc648a09832ef4aa3157d3,Anomalous Transport Due to the Conformal Anomaly.,anomaly+review,
d525acacce0f782069593592e61ffadec893b400,Anomaly Detection and Mitigation at Internet Scale: A Survey,anomaly+survey,
7649c1eaa3afa6c7715d20b5e930ed01d754d108,Anomaly Detection for Cyber Security of the Substations: A Survey,anomaly+survey,
53df899e1a18082b8654677b4c0aa95dbd96f0e0,Anomaly Detection for Discrete Sequences: A Survey,anomaly+review,
53df899e1a18082b8654677b4c0aa95dbd96f0e0,Anomaly Detection for Discrete Sequences: A Survey,anomaly+survey,
30d65fbc8d71ac202ee8d7d5f0e58c63a6c6a957,Anomaly Detection for IoT Time-Series Data: A Survey,anomaly+review,
30d65fbc8d71ac202ee8d7d5f0e58c63a6c6a957,Anomaly Detection for IoT Time-Series Data: A Survey,anomaly+survey,
63df84b9f637dd1ea0fcbe3ca38aebddbe3481b2,Anomaly Detection for Predictive Maintenance in Industry 4.0- A survey,anomaly+survey,
6b97bb582249022377fafff51e64b3ec197342f2,Anomaly Detection for Resonant New Physics with Machine Learning.,anomaly+review,
9bff02296be70d0b16e85481bb4cb493bc3ad50f,Anomaly detection frameworks for outlier and pattern anomaly of time series in wireless sensor networks,outlier+review,
e6c013c835be471502023b3f31d52d59ada76770,Anomaly Detection in Autonomous Driving: A Survey,anomaly+survey,
3652d15fbfdc4002a25c0ea94e7a6e76b7f9d796,Anomaly Detection in Blockchain Networks: A Comprehensive Survey,anomaly+survey,
f2a944c139038253e5a637bba6df2a1cc8985490,Anomaly Detection in Computer Networks: A State-of-the-Art Review,anomaly+review,
20b7ff2f0bc5a87602c46b63aabed5afe6e7e833,Anomaly Detection in Data Mining: A Review,anomaly+review,
23f9220e0ca8f2cb522c36d158ca88f043007c68,Anomaly detection in dynamic networks: a survey,anomaly+survey,
116ec0808e7c2a49f7f96c4efe2568f89ef26ef1,Anomaly detection in online social network: A survey,anomaly+survey,
88573561d2e662f53201971fab6ecf6beceefe73,Anomaly Detection in Road Traffic Using Visual Surveillance,anomaly+survey,
cf45bce52cca1f6e450ddaa1d19fe6e30661dffb,Anomaly Detection in Univariate Time-series: A Survey on the State-of-the-Art,anomaly+survey,
bc36143f51eb1a23b28eabb30af040f9f00a36b7,Anomaly detection in wireless sensor networks: A survey,anomaly+survey,
8d0b950cfdd1ee4794095670edd81dd0dae1d278,Anomaly Detection Techniques using Deep Learning in IoT: A Survey,anomaly+survey,
6b6360c6d2bdc55360925445b77d21126b477e9a,Anomaly detection with density estimation,anomaly+review,
4faebdc6299470cb9018f5446c6e779d0f9da8c0,"Anomaly Detection, Analysis and Prediction Techniques in IoT Environment: A Systematic Literature Review",anomaly+review,
71d1ac92ad36b62a04f32ed75a10ad3259a7218d,Anomaly detection: A survey,anomaly+survey,
77f55ebe1f22406cba3869377000580956711b65,Anomaly Indicators for Time-Reversal Symmetric Topological Orders.,anomaly+review,
e2b7c1c9354ccdaf8734a4a6f28bbd082ac4dc67,Anomaly Teletraffic Intrusion Detection Systems on Hadoop-Based Platforms: A Survey of Some Problems and Solutions,anomaly+survey,
ad28b5681900b2d512c34848acd412bb6102d5a1,Asymptotic Theory of Outlier Detection Algorithms for Linear Time Series Regression Models,outlier+review,
a7c2aa19f50ca94890553a4e854c3917a37849a8,BGP Anomaly Detection Techniques: A Survey,anomaly+survey,
f4b676466d45dd77d212794831c2805fd0ec8736,Body‐ and Movement‐Oriented Interventions for Posttraumatic Stress Disorder: A Systematic Review and Meta‐Analysis,outlier+review,
0aeacd30cd26d5ec2c895d42ba6dd995b8c9458d,Characteristics and classification of outlier detection techniques for wireless sensor networks in harsh environments: a survey,outlier+review,
0aeacd30cd26d5ec2c895d42ba6dd995b8c9458d,Characteristics and classification of outlier detection techniques for wireless sensor networks in harsh environments: a survey,outlier+survey,
6081d7471adabb6d5fe25057dc23b3b60938b0d2,Chiari III malformation: a comprehensive review of this enigmatic anomaly,anomaly+review,
476194dfb403062a5a151c93e048554e5963cb7b,Chiral anomaly and diffusive magnetotransport in Weyl metals.,anomaly+review,
059d3b98f480fc18aa4cac90b4edd52adbd50296,Chiral anomaly and local polarization effect from the quantum kinetic approach.,anomaly+review,
1d859785cfbd65920031933bfacfe9b251679a85,Chiral Anomaly as the Origin of the Planar Hall Effect in Weyl Semimetals.,anomaly+review,
bbbe62e768b626706727c5fd2eeaa7a78c032ece,Classification and Anomaly Detection for Astronomical Survey Data,anomaly+survey,
987282e7219a374b57e8668ffd3b6d74513382a0,Comparative Study on Trajectory Outlier Detection Algorithms,outlier+survey,
aeb470bfcfe0a2ba15e18365da14b2d149505f22,Comparison of local outlier detection techniques in spatial multivariate data,outlier+review,
3428a3cf11ef578282086d46ef1761f4f9c8c88b,Conformal anomaly as a source of soft photons in heavy ion collisions.,anomaly+review,
2b7727ffdbd58577f053e44c3f83d876b18011ab,"Constraining the minimal flavor violating leptoquark explanation of the 
RD(*)
 anomaly",anomaly+review,
056b2de6dda12e2caaa4dc946012263de6c10fcf,Cooks Distance and Mahanabolis Distance Outlier Detection Methods to identify Review Spam,outlier+review,
1018e1e0ceda44e0f643b376d008934cdfae8c0f,Crowded Scene Analysis: A Survey,anomaly+survey,
d3027b93534e11b6b6f5172198f8d9d815245c07,Current clinical practice in the screening and diagnosis of spatial neglect post-stroke: Findings from a multidisciplinary international survey,outlier+survey,
de0c53f1965968daf2cb5b5b12f809c974b2e764,Dark Matter Interpretation of the Neutron Decay Anomaly.,anomaly+review,
669e138a3f0e6be1a4d6724174324d5c1ade0d6d,Data Collection for Security Measurement in Wireless Sensor Networks: A Survey,anomaly+survey,
0d69ad95c0f7cd9a318f9fa0de77834ecf4680d4,Data Mining for the Internet of Things: Literature Review and Challenges,outlier+review,
de9faa2f09d411e64e3f3c5e092ed30357799c90,Data Mining for the Internet of Things: Literature Review and Challenges,outlier+review,
1b8ac910c710b035c4601dc628587dafec25dad7,Data Mining for Wearable Sensors in Health Monitoring Systems: A Review of Recent Trends and Challenges,anomaly+review,
0a9f0b436b610d4cef1a022ab6083ac2278dc7e2,Data preprocessing for anomaly based network intrusion detection: A review,anomaly+review,
e75dfc6a2c0f70e6af04d20816717988123ce251,Data stream clustering: a review,outlier+review,
6a0e4209529b827cd86a52a4766968001a3f187c,"Deep learning approaches for anomaly-based intrusion detection systems: A survey, taxonomy, and open issues",anomaly+survey,
775247047d0b56950ba5ea77d4a29772eca95c1b,Deep Learning for Anomaly Detection,anomaly+review,
712e279ecea207968717d8401000e7ca0b7bb74d,"Deep Learning for Anomaly Detection in Time-Series Data: Review, Analysis, and Guidelines",anomaly+review,
84af0bbe339c1adbc9d075dee99b9d4f86a186c5,Deep Learning for Anomaly Detection: A Survey,anomaly+review,a2e667e4382aaa8e02a17d0522c1a910790ab65b
84af0bbe339c1adbc9d075dee99b9d4f86a186c5,Deep Learning for Anomaly Detection: A Survey,anomaly+survey,a2e667e4382aaa8e02a17d0522c1a910790ab65b
a2e667e4382aaa8e02a17d0522c1a910790ab65b,Deep Learning for Anomaly Detection: A Survey,anomaly+review,
a2e667e4382aaa8e02a17d0522c1a910790ab65b,Deep Learning for Anomaly Detection: A Survey,anomaly+survey,
4ed4dc4df5dbde2677852c33080e3c893bf0a5ba,Deep Learning for Medical Anomaly Detection – A Survey,anomaly+review,
4ed4dc4df5dbde2677852c33080e3c893bf0a5ba,Deep Learning for Medical Anomaly Detection – A Survey,anomaly+survey,
a54c647f6db73621ec496ea86355726161c0898d,Deep Learning for Spatio-Temporal Data Mining: A Survey,anomaly+survey,
2e70c37973c94ee1fd27596907341164df7e6cc8,Dirac versus Weyl fermions in topological insulators: Adler-Bell-Jackiw anomaly in transport phenomena.,anomaly+review,
a2b27bd38e95f5fdcccbf091b8151e460c807a11,Drought over East Asia: A Review,anomaly+review,
a806ad5d29c310339606546c160f5fc9e1ce2ff3,Duties When an Anonymous Student Health Survey Finds a Hot Spot of Suicidality,outlier+survey,
5300b95be90351fa308b860a4d3065223737a78d,Ebstein anomaly associated with left ventricular noncompaction: An autosomal dominant condition that can be caused by mutations in MYH7,anomaly+review,
ff1d620cd11d2692c338b611674a16d2020942c9,"Ebstein anomaly review: what’s now, what’s next?",anomaly+review,
bf1fcbbed756d8b1c0bdf021876ad5ef2b16f689,Ebstein Anomaly: A Review,anomaly+review,
7007d22897336c1ca66b15fae916333f5ed0143a,Ebstein's anomaly - review of a multifaceted congenital cardiac condition.,anomaly+review,
235d6d7ebdd40df5ca8787c3c49ad625db6e0852,Ebstein's anomaly (review of literature and a case report).,anomaly+review,
da9c8ac22f0088849e29d2a1f40efba786fb61a9,Effect of adjunctive ranitidine for antipsychotic-induced weight gain: A systematic review of randomized placebo-controlled trials,outlier+review,
59126bb32742a783826d7297ff8ab24793524fbd,Effective Reading Programs; A Critical Review of Outlier Studies.,outlier+review,
5b21ca0de353229c2d84e08c1663b8bfa943b3e0,Electromagnetic fields and anomalous transports in heavy-ion collisions—a pedagogical review,anomaly+review,
b8cfa2a82ba0f5f8bfac57f3251135f12d5ce8ba,"Esophageal atresia in the Northern Region Congenital Anomaly Survey, 1985-1997: prenatal diagnosis and outcome.",anomaly+survey,
6d0596bd60bedef2b8de14cc0db352237e250117,Evaluation of geochemical sedimentary reference materials of the Geological Survey of Japan (GSJ) by an objective outlier rejection statistical method,outlier+survey,
f6d9fd9d71706056faef7f05c6ce67cac614ae42,Evaluation of robust outlier detection methods for zero-inflated complex data,outlier+survey,
2c1ed7e32a85d72fb270ebd07a45641acfba02a9,Experience Report: System Log Analysis for Anomaly Detection,anomaly+review,
179107df861cf2963a6271074ba1cc7e22c03965,Experimental Observation of Anisotropic Adler-Bell-Jackiw Anomaly in Type-II Weyl Semimetal WTe_{1.98} Crystals at the Quasiclassical Regime.,anomaly+review,
d5ac0351791196bc052f3c5ecd529aba032ce7d6,Experimental signatures of the chiral anomaly in Dirac–Weyl semimetals,anomaly+review,
7d9d8f133aa23498202c215563ddcac0c8f0030b,"Experimental Tests of the Chiral Anomaly Magnetoresistance in the Dirac-Weyl Semimetals 
Na3Bi
 and GdPtBi",anomaly+review,
7f585a7f6bf51606f9cfa80f19ec4720532c4f19,Exploiting AIS Data for Intelligent Maritime Navigation: A Comprehensive Survey From Data to Methodology,anomaly+survey,
855fe2f82d022ce00959a9f5f5a1f5f1ff5b5686,Exploring stroke risk and prevention in China: insights from an outlier,outlier+review,
908f90f69cff5f205cd5091bed985bcaf8364bd2,"Fabella prevalence rate increases over 150 years, and rates of other sesamoid bones remain constant: a systematic review",outlier+review,
1a7f27c20ed1c0abdcd8e44de65e6779cd06f898,Features and performance of some outlier detection methods,outlier+review,
1bcd4c62013d8ed7383bf81119438d92221a16b2,Field-Selective Anomaly and Chiral Mode Reversal in Type-II Weyl Materials.,anomaly+review,
2e86fafe56e30733cdcfc89eac2a4fa4504e542a,Footprints of New Strong Dynamics via Anomaly and the 750 GeV Diphoton.,anomaly+review,
7cd69e3e709a383829aa96e710354a70e14f6101,Fractional quantum Hall effect in a curved space: gravitational anomaly and electromagnetic response.,anomaly+review,
0b5cee038473d8178d94736cc220b3833bbda88a,Framing anomaly in the effective theory of the fractional quantum Hall effect.,anomaly+review,
fffbf0cbafa24f17fe5db8582efaa3406ebd08a4,Fraud detection: A systematic literature review of graph-based anomaly detection approaches,anomaly+review,
7b2180d7fa0d65e8756401cb077bf3dea3f9b575,Generalized Out-of-Distribution Detection: A Survey,outlier+survey,
7b2180d7fa0d65e8756401cb077bf3dea3f9b575,Generalized Out-of-Distribution Detection: A Survey,anomaly+survey,
2ea785d090f88f54473806eb20670d79d62fa5f7,Generating Artificial Outliers in the Absence of Genuine Ones — A Survey,outlier+survey,
